
File Name,Model,μ1,α1,μ2,α2,μ3,α3,RMSE,Iterations,Fevals
"PorcineAorticValveCirc3_0.2.csv","Ogden3","-0.00001669955926132436","12.119252671247006","-0.00001669955926132436","12.119252671247006","0.00003590768961468245","12.119249116968783","0.4523","Check Fevals","642"
"PorcineAorticValveCirc2_0.2.csv","Ogden3","0.00001963167465108302","12.093040069259793","0.00001963167465108302","12.093040069259793","-0.00003594308159650308","12.093228411720386","0.4774","Check Fevals","886"
"PorcineAorticValveCirc1_0.2.csv","Ogden3","4.6168722791819e-7","13.123883455408182","4.6168722791819e-7","13.123883455408182","4.6635831831996e-7","13.123888395838659","0.3371","Check Fevals","908"
