
File Name,Model,C10,C20,C30,RMSE,Iterations,Fevals
"PorcineAorticValverad2_0.2.csv","Yeoh","-0.00002503359621068176","0.0003975566801820395","-0.0001402034383440422","0.0509","Check Fevals","44"
"PorcineAorticValverad1_0.2.csv","Yeoh","0.00006960727751941843","0.000335040029135275","-0.00014055322651214822","0.0537","Check Fevals","44"
"PorcineAorticValveCirc3_0.2.csv","Yeoh","-0.0000240041609206333","0.012793045106786171","-0.01811283052774433","0.0136","Check Fevals","64"
"PorcineAorticValveCirc2_0.2.csv","Yeoh","0.00025751932284405823","0.016711526515589045","-0.027583800288533262","0.0124","Check Fevals","52"
